Date,Instrument,Expiry,Option Type,Strike Price,Open,High,Low,Close,Settlement Price,Open Interest,No. of Contracts,Value (Rs. lakhs)
15-Oct-15,FUTCUR,28-Oct-15,-,-,64.895,65,64.825,64.9375,64.9375,"1,918,986","1,321,929","858,124"
16-Oct-15,FUTCUR,28-Oct-15,-,-,64.9725,65.13,64.9175,64.9375,64.9375,"1,868,040","1,133,536","737,076"
19-Oct-15,FUTCUR,28-Oct-15,-,-,64.8875,64.9375,64.82,64.8775,64.8775,"1,912,669","817,022","530,138"
20-Oct-15,FUTCUR,28-Oct-15,-,-,65.0025,65.13,64.925,65.11,65.11,"1,787,649","1,028,518","668,687"
21-Oct-15,FUTCUR,28-Oct-15,-,-,65.145,65.2725,65.085,65.1825,65.1825,"1,651,999","1,080,635","704,499"
23-Oct-15,FUTCUR,28-Oct-15,-,-,64.8075,64.98,64.7925,64.855,64.855,"1,554,462","1,180,361","765,896"
26-Oct-15,FUTCUR,28-Oct-15,-,-,64.9175,65.03,64.9075,64.9525,64.9525,"1,467,321","951,230","617,974"
27-Oct-15,FUTCUR,28-Oct-15,-,-,64.9875,64.9975,64.9125,64.98,64.98,"1,134,853","861,357","559,632"
28-Oct-15,FUTCUR,28-Oct-15,-,-,65.05,65.085,65.02,65.045,65.0408,"903,046","660,388","429,642"
29-Oct-15,FUTCUR,26-Nov-15,-,-,65.5,65.65,65.445,65.61,65.61,"1,242,838","1,086,240","711,601"
30-Oct-15,FUTCUR,26-Nov-15,-,-,65.61,65.6975,65.405,65.61,65.61,"1,174,011","1,233,006","808,361"
02-Nov-15,FUTCUR,26-Nov-15,-,-,65.69,65.9275,65.67,65.9,65.9,"1,188,475","2,163,340","1,423,364"
03-Nov-15,FUTCUR,26-Nov-15,-,-,65.7875,66.005,65.7025,65.9375,65.9375,"1,332,140","1,535,163","1,010,941"
04-Nov-15,FUTCUR,26-Nov-15,-,-,65.8625,65.91,65.74,65.7775,65.7775,"1,317,085","1,171,290","770,892"
05-Nov-15,FUTCUR,26-Nov-15,-,-,65.78,66.0375,65.78,66,66,"1,600,357","1,697,993","1,119,765"
06-Nov-15,FUTCUR,26-Nov-15,-,-,66.05,66.075,65.945,66.0125,66.0125,"1,560,357","1,025,465","676,888"
09-Nov-15,FUTCUR,26-Nov-15,-,-,66.6475,66.7275,66.515,66.6475,66.6475,"1,598,202","1,644,208","1,095,108"
10-Nov-15,FUTCUR,26-Nov-15,-,-,66.6325,66.6625,66.4775,66.5325,66.5325,"1,726,624","1,235,305","822,275"
11-Nov-15,FUTCUR,26-Nov-15,-,-,66.285,66.29,66.22,66.2475,66.2475,"1,703,491","153,626","101,790"
13-Nov-15,FUTCUR,26-Nov-15,-,-,66.27,66.375,66.25,66.275,66.275,"1,667,266","752,921","499,205"
16-Nov-15,FUTCUR,26-Nov-15,-,-,66.465,66.465,66.07,66.1375,66.1375,"1,662,467","1,151,162","762,044"
17-Nov-15,FUTCUR,26-Nov-15,-,-,66.0625,66.2,66.0225,66.165,66.165,"1,685,472","966,656","639,099"
18-Nov-15,FUTCUR,26-Nov-15,-,-,66.19,66.43,66.1875,66.4075,66.4075,"1,785,457","921,713","611,133"
19-Nov-15,FUTCUR,26-Nov-15,-,-,66.23,66.305,66.115,66.265,66.265,"1,886,813","1,017,841","673,913"
20-Nov-15,FUTCUR,26-Nov-15,-,-,66.1925,66.33,66.1225,66.2325,66.2325,"2,021,477","1,598,065","1,058,498"
23-Nov-15,FUTCUR,26-Nov-15,-,-,66.2625,66.5025,66.2175,66.4625,66.4625,"2,390,916","1,864,767","1,238,289"
24-Nov-15,FUTCUR,26-Nov-15,-,-,66.4125,66.5,66.32,66.3425,66.3425,"2,659,071","1,728,283","1,147,931"
26-Nov-15,FUTCUR,26-Nov-15,-,-,66.3725,66.565,66.3425,66.555,66.5507,"2,458,688","877,627","583,175"
27-Nov-15,FUTCUR,29-Dec-15,-,-,66.9325,67.2025,66.9325,67.085,67.085,"1,115,671","1,167,105","782,937"
30-Nov-15,FUTCUR,29-Dec-15,-,-,67.16,67.185,66.95,66.975,66.975,"1,122,469","901,594","604,667"
01-Dec-15,FUTCUR,29-Dec-15,-,-,66.9,66.915,66.735,66.8175,66.8175,"1,131,384","928,768","620,655"
02-Dec-15,FUTCUR,29-Dec-15,-,-,66.71,66.955,66.71,66.905,66.905,"1,183,616","749,611","501,407"
03-Dec-15,FUTCUR,29-Dec-15,-,-,66.9425,67.035,66.8825,66.9125,66.9125,"1,349,094","973,728","651,947"
04-Dec-15,FUTCUR,29-Dec-15,-,-,67.18,67.26,66.95,66.9825,66.9825,"1,410,862","2,084,397","1,398,932"
07-Dec-15,FUTCUR,29-Dec-15,-,-,66.9525,66.9775,66.795,66.96,66.96,"1,389,125","871,208","582,716"
08-Dec-15,FUTCUR,29-Dec-15,-,-,66.9925,67.0825,66.935,67.0475,67.0475,"1,369,296","832,292","557,721"
09-Dec-15,FUTCUR,29-Dec-15,-,-,67.0625,67.1375,66.93,67.065,67.065,"1,510,012","1,129,993","757,516"
10-Dec-15,FUTCUR,29-Dec-15,-,-,67.075,67.08,66.9,66.93,66.93,"1,454,341","929,508","622,548"
11-Dec-15,FUTCUR,29-Dec-15,-,-,67.01,67.08,66.9125,67.06,67.06,"1,716,645","1,405,617","941,930"
14-Dec-15,FUTCUR,29-Dec-15,-,-,67.2475,67.3,67.0925,67.23,67.23,"2,003,855","1,398,456","939,761"
15-Dec-15,FUTCUR,29-Dec-15,-,-,67.185,67.2575,67.0725,67.0975,67.0975,"1,963,364","995,116","668,313"
16-Dec-15,FUTCUR,29-Dec-15,-,-,67,67.07,66.825,66.8575,66.8575,"1,968,386","848,100","567,897"
17-Dec-15,FUTCUR,29-Dec-15,-,-,66.67,66.78,66.51,66.5275,66.5275,"2,089,770","1,530,771","1,020,412"
18-Dec-15,FUTCUR,29-Dec-15,-,-,66.6125,66.6125,66.375,66.465,66.465,"2,165,386","1,153,204","766,780"
21-Dec-15,FUTCUR,29-Dec-15,-,-,66.45,66.45,66.3075,66.38,66.38,"2,172,744","759,827","504,208"
22-Dec-15,FUTCUR,29-Dec-15,-,-,66.35,66.35,66.265,66.33,66.33,"2,090,449","751,236","498,110"
23-Dec-15,FUTCUR,29-Dec-15,-,-,66.295,66.3,66.1125,66.2175,66.2175,"2,084,017","1,047,560","693,443"
28-Dec-15,FUTCUR,29-Dec-15,-,-,66.095,66.2,66.0625,66.175,66.175,"1,801,236","983,908","650,768"
29-Dec-15,FUTCUR,29-Dec-15,-,-,66.185,66.375,66.185,66.3675,66.37,"1,630,779","869,539","576,632"
30-Dec-15,FUTCUR,27-Jan-16,-,-,66.63,66.7175,66.6,66.6275,66.6275,"1,767,425","716,989","477,869"
31-Dec-15,FUTCUR,27-Jan-16,-,-,66.6825,66.72,66.35,66.3875,66.3875,"1,718,290","985,094","654,693"
01-Jan-16,FUTCUR,27-Jan-16,-,-,66.4175,66.51,66.36,66.3975,66.3975,"1,643,450","388,949","258,407"
04-Jan-16,FUTCUR,27-Jan-16,-,-,66.545,66.86,66.455,66.8275,66.8275,"1,796,388","1,187,747","792,394"
05-Jan-16,FUTCUR,27-Jan-16,-,-,66.7875,66.88,66.64,66.8225,66.8225,"1,979,744","1,660,131","1,108,691"
06-Jan-16,FUTCUR,27-Jan-16,-,-,66.8875,67.055,66.865,67.0125,67.0125,"1,949,462","1,747,677","1,170,474"
07-Jan-16,FUTCUR,27-Jan-16,-,-,67.13,67.1475,66.83,67.0825,67.0825,"2,056,880","1,833,494","1,228,822"
08-Jan-16,FUTCUR,27-Jan-16,-,-,66.94,66.955,66.7625,66.825,66.825,"1,942,716","987,336","660,085"
11-Jan-16,FUTCUR,27-Jan-16,-,-,67.0775,67.1,66.86,66.9675,66.9675,"1,916,294","1,038,758","695,512"
12-Jan-16,FUTCUR,27-Jan-16,-,-,66.98,67.1425,66.89,67.0225,67.0225,"1,972,116","1,897,873","1,272,707"
13-Jan-16,FUTCUR,27-Jan-16,-,-,66.98,67.06,66.865,66.965,66.965,"2,026,856","1,165,164","780,232"
14-Jan-16,FUTCUR,27-Jan-16,-,-,67.1025,67.42,67.055,67.3775,67.3775,"2,386,265","2,937,719","1,976,203"
15-Jan-16,FUTCUR,27-Jan-16,-,-,67.455,67.8075,67.3575,67.725,67.725,"2,861,782","2,911,428","1,967,974"
18-Jan-16,FUTCUR,27-Jan-16,-,-,67.7975,67.8275,67.575,67.78,67.78,"2,801,782","1,285,955","870,704"
19-Jan-16,FUTCUR,27-Jan-16,-,-,67.7125,67.835,67.5825,67.715,67.715,"2,825,943","1,341,643","908,106"
20-Jan-16,FUTCUR,27-Jan-16,-,-,67.85,68.235,67.85,68.0525,68.0525,"3,148,810","2,674,258","1,820,248"
21-Jan-16,FUTCUR,27-Jan-16,-,-,67.92,68.1275,67.85,68.0275,68.0275,"3,324,202","1,801,283","1,225,246"
22-Jan-16,FUTCUR,27-Jan-16,-,-,67.91,67.91,67.6025,67.6325,67.6325,"3,303,903","1,369,106","927,169"
25-Jan-16,FUTCUR,27-Jan-16,-,-,67.59,67.8325,67.45,67.8075,67.8075,"3,116,204","1,288,426","872,256"
27-Jan-16,FUTCUR,27-Jan-16,-,-,67.88,68.025,67.835,67.985,67.9803,"2,921,719","977,054","664,048"
28-Jan-16,FUTCUR,25-Feb-16,-,-,68.4,68.5575,68.3225,68.53,68.53,"1,282,352","1,141,751","781,352"
29-Jan-16,FUTCUR,25-Feb-16,-,-,68.55,68.55,68.075,68.1025,68.1025,"1,269,438","1,372,226","936,174"
01-Feb-16,FUTCUR,25-Feb-16,-,-,68.195,68.195,67.905,68.1325,68.1325,"1,228,842","1,127,876","767,296"
02-Feb-16,FUTCUR,25-Feb-16,-,-,68.125,68.2875,68.05,68.27,68.27,"1,304,896","1,494,657","1,019,353"
03-Feb-16,FUTCUR,25-Feb-16,-,-,68.5,68.54,68.305,68.37,68.37,"1,234,249","1,214,784","831,346"
04-Feb-16,FUTCUR,25-Feb-16,-,-,68.0875,68.135,67.7875,67.83,67.83,"1,311,118","1,534,249","1,043,031"
05-Feb-16,FUTCUR,25-Feb-16,-,-,67.895,67.965,67.795,67.8775,67.8775,"1,305,037","1,023,549","694,851"
08-Feb-16,FUTCUR,25-Feb-16,-,-,68.06,68.1875,67.99,68.17,68.17,"1,214,217","1,072,212","729,988"
09-Feb-16,FUTCUR,25-Feb-16,-,-,68.305,68.4425,68.1,68.13,68.13,"1,143,903","1,333,587","910,567"
10-Feb-16,FUTCUR,25-Feb-16,-,-,68.2,68.2,68.005,68.05,68.05,"1,178,827","933,565","635,628"
11-Feb-16,FUTCUR,25-Feb-16,-,-,68.0975,68.51,68.04,68.4725,68.4725,"1,500,789","2,727,934","1,863,164"
12-Feb-16,FUTCUR,25-Feb-16,-,-,68.45,68.64,68.3025,68.38,68.38,"1,463,461","1,358,945","930,422"
15-Feb-16,FUTCUR,25-Feb-16,-,-,68.2825,68.3125,68.1525,68.175,68.175,"1,516,584","856,409","584,399"
16-Feb-16,FUTCUR,25-Feb-16,-,-,68.2225,68.5725,68.2225,68.5325,68.5325,"1,705,133","1,775,883","1,215,985"
17-Feb-16,FUTCUR,25-Feb-16,-,-,68.59,68.7775,68.4775,68.525,68.525,"1,850,469","1,877,685","1,289,143"
18-Feb-16,FUTCUR,25-Feb-16,-,-,68.4425,68.6775,68.3875,68.55,68.55,"1,915,969","1,395,780","956,748"
22-Feb-16,FUTCUR,25-Feb-16,-,-,68.71,68.7675,68.555,68.6575,68.6575,"2,163,822","1,918,534","1,316,542"
23-Feb-16,FUTCUR,25-Feb-16,-,-,68.695,68.74,68.4675,68.63,68.63,"2,282,210","1,729,346","1,186,800"
24-Feb-16,FUTCUR,25-Feb-16,-,-,68.6525,68.69,68.52,68.605,68.605,"2,077,185","1,042,667","715,259"
25-Feb-16,FUTCUR,25-Feb-16,-,-,68.495,68.635,68.47,68.6125,68.599,"1,967,094","762,297","522,576"
26-Feb-16,FUTCUR,29-Mar-16,-,-,69.1175,69.2075,69.0225,69.0625,69.0625,"1,938,797","2,006,403","1,386,865"
29-Feb-16,FUTCUR,29-Mar-16,-,-,69.0625,69.14,68.7175,68.7675,68.7675,"1,995,376","1,673,753","1,153,552"
01-Mar-16,FUTCUR,29-Mar-16,-,-,68.6275,68.69,68.19,68.2225,68.2225,"2,037,768","1,601,610","1,096,245"
02-Mar-16,FUTCUR,29-Mar-16,-,-,68.07,68.0875,67.8325,67.8675,67.8675,"1,994,721","1,398,383","950,491"
03-Mar-16,FUTCUR,29-Mar-16,-,-,67.75,67.75,67.5375,67.5875,67.5875,"2,078,133","1,532,036","1,036,050"
04-Mar-16,FUTCUR,29-Mar-16,-,-,67.495,67.59,67.335,67.3675,67.3675,"2,056,351","1,247,232","841,758"
08-Mar-16,FUTCUR,29-Mar-16,-,-,67.4125,67.735,67.3725,67.6625,67.6625,"1,955,930","1,216,924","822,827"
09-Mar-16,FUTCUR,29-Mar-16,-,-,67.6975,67.78,67.4475,67.47,67.47,"2,001,299","1,323,439","894,609"
10-Mar-16,FUTCUR,29-Mar-16,-,-,67.445,67.455,67.205,67.28,67.28,"1,944,918","1,431,571","963,734"
11-Mar-16,FUTCUR,29-Mar-16,-,-,67.3,67.4475,67.1525,67.2675,67.2675,"1,930,270","1,505,832","1,013,522"
14-Mar-16,FUTCUR,29-Mar-16,-,-,67.1975,67.335,67.055,67.305,67.305,"1,964,678","1,137,612","764,605"
15-Mar-16,FUTCUR,29-Mar-16,-,-,67.4075,67.595,67.3325,67.57,67.57,"1,885,322","1,203,482","812,003"
16-Mar-16,FUTCUR,29-Mar-16,-,-,67.545,67.6075,67.3825,67.415,67.415,"1,858,493","1,109,317","748,614"
17-Mar-16,FUTCUR,29-Mar-16,-,-,67.09,67.09,66.7275,66.8275,66.8275,"2,137,920","2,291,044","1,532,262"
18-Mar-16,FUTCUR,29-Mar-16,-,-,66.7225,66.7975,66.575,66.6,66.6,"2,053,850","1,380,158","920,566"
21-Mar-16,FUTCUR,29-Mar-16,-,-,66.5775,66.63,66.47,66.5825,66.5825,"2,121,230","959,403","638,491"
22-Mar-16,FUTCUR,29-Mar-16,-,-,66.5475,66.86,66.52,66.7325,66.7325,"1,906,485","1,471,461","981,315"
23-Mar-16,FUTCUR,29-Mar-16,-,-,66.775,66.95,66.63,66.6675,66.6675,"1,718,752","1,322,410","883,416"
28-Mar-16,FUTCUR,29-Mar-16,-,-,66.8,66.9075,66.56,66.585,66.585,"1,551,398","1,551,339","1,034,551"
29-Mar-16,FUTCUR,29-Mar-16,-,-,66.57,66.5725,66.485,66.555,66.558,"1,486,899","728,629","484,754"
30-Mar-16,FUTCUR,27-Apr-16,-,-,66.88,66.88,66.5825,66.6325,66.6325,"2,259,000","1,575,131","1,050,145"
31-Mar-16,FUTCUR,27-Apr-16,-,-,66.58,66.6425,66.425,66.505,66.505,"2,344,415","1,265,261","841,701"
04-Apr-16,FUTCUR,27-Apr-16,-,-,66.335,66.6425,66.335,66.4825,66.4825,"2,423,630","1,241,932","825,810"
05-Apr-16,FUTCUR,27-Apr-16,-,-,66.5,66.77,66.31,66.7175,66.7175,"2,429,920","2,010,117","1,338,253"
06-Apr-16,FUTCUR,27-Apr-16,-,-,66.5925,66.925,66.58,66.8625,66.8625,"2,533,337","1,736,988","1,160,657"
07-Apr-16,FUTCUR,27-Apr-16,-,-,66.8,66.8275,66.585,66.6975,66.6975,"2,310,618","1,517,343","1,012,061"
11-Apr-16,FUTCUR,27-Apr-16,-,-,66.7275,66.7275,66.51,66.645,66.645,"2,129,812","1,182,926","787,718"
12-Apr-16,FUTCUR,27-Apr-16,-,-,66.565,66.6775,66.5025,66.56,66.56,"2,159,407","949,819","632,583"
13-Apr-16,FUTCUR,27-Apr-16,-,-,66.49,66.7625,66.385,66.725,66.725,"2,084,876","1,450,540","966,239"
18-Apr-16,FUTCUR,27-Apr-16,-,-,66.6725,66.795,66.6,66.64,66.64,"1,949,929","1,058,738","706,088"
20-Apr-16,FUTCUR,27-Apr-16,-,-,66.395,66.4225,66.1575,66.29,66.29,"2,010,168","1,625,421","1,077,641"
21-Apr-16,FUTCUR,27-Apr-16,-,-,66.29,66.4525,66.2075,66.425,66.425,"1,781,963","1,420,016","941,840"
22-Apr-16,FUTCUR,27-Apr-16,-,-,66.5,66.6375,66.485,66.53,66.53,"1,627,495","1,223,311","814,224"
25-Apr-16,FUTCUR,27-Apr-16,-,-,66.7,66.775,66.625,66.65,66.65,"1,382,735","1,266,646","844,909"
26-Apr-16,FUTCUR,27-Apr-16,-,-,66.7525,66.8575,66.475,66.535,66.535,"1,187,314","1,778,218","1,185,396"
27-Apr-16,FUTCUR,27-Apr-16,-,-,66.535,66.58,66.48,66.5425,66.546,"1,074,047","761,863","506,901"
28-Apr-16,FUTCUR,27-May-16,-,-,66.82,66.9125,66.715,66.8875,66.8875,"1,746,826","1,135,756","758,843"
29-Apr-16,FUTCUR,27-May-16,-,-,66.845,66.9125,66.635,66.665,66.665,"1,643,487","1,178,007","786,902"
02-May-16,FUTCUR,27-May-16,-,-,66.715,66.79,66.6375,66.7725,66.7725,"1,617,169","834,639","556,793"
03-May-16,FUTCUR,27-May-16,-,-,66.6975,66.78,66.525,66.7525,66.7525,"1,700,055","1,295,481","863,329"
04-May-16,FUTCUR,27-May-16,-,-,66.9,66.9675,66.7925,66.885,66.885,"1,602,725","954,471","638,404"
05-May-16,FUTCUR,27-May-16,-,-,66.8625,66.89,66.7225,66.8075,66.8075,"1,483,237","1,108,737","740,576"
06-May-16,FUTCUR,27-May-16,-,-,66.87,66.875,66.7825,66.81,66.81,"1,435,702","693,258","463,316"
09-May-16,FUTCUR,27-May-16,-,-,66.7575,66.825,66.615,66.7925,66.7925,"1,383,261","831,213","554,454"
10-May-16,FUTCUR,27-May-16,-,-,66.9,66.9725,66.8175,66.8825,66.8825,"1,325,365","945,162","632,274"
11-May-16,FUTCUR,27-May-16,-,-,67,67.06,66.7675,66.805,66.805,"1,363,686","1,179,106","789,006"
12-May-16,FUTCUR,27-May-16,-,-,66.755,66.8575,66.7,66.81,66.81,"1,339,891","768,575","513,252"
13-May-16,FUTCUR,27-May-16,-,-,66.9175,66.995,66.8625,66.935,66.935,"1,304,389","1,021,853","683,885"
16-May-16,FUTCUR,27-May-16,-,-,67.02,67.0775,66.8625,66.9675,66.9675,"1,275,303","860,575","576,203"
17-May-16,FUTCUR,27-May-16,-,-,66.92,67.015,66.805,66.9925,66.9925,"1,261,429","863,350","577,475"
18-May-16,FUTCUR,27-May-16,-,-,67.1025,67.1225,66.985,67.1,67.1,"1,215,842","1,248,709","837,387"
19-May-16,FUTCUR,27-May-16,-,-,67.2325,67.49,67.185,67.455,67.455,"1,569,406","2,577,252","1,736,193"
20-May-16,FUTCUR,27-May-16,-,-,67.52,67.5975,67.3875,67.5625,67.5625,"1,754,044","1,713,159","1,156,801"
23-May-16,FUTCUR,27-May-16,-,-,67.485,67.585,67.3175,67.5575,67.5575,"1,723,299","1,016,312","685,377"
24-May-16,FUTCUR,27-May-16,-,-,67.8,67.865,67.65,67.7825,67.7825,"1,726,938","1,237,094","838,043"
25-May-16,FUTCUR,27-May-16,-,-,67.6675,67.6675,67.3725,67.425,67.425,"1,604,378","1,478,111","997,632"
26-May-16,FUTCUR,27-May-16,-,-,67.3175,67.405,67.14,67.1725,67.1725,"1,276,270","1,298,449","873,378"
27-May-16,FUTCUR,27-May-16,-,-,67.05,67.13,67.02,67.0775,67.0613,"1,189,676","624,288","418,774"
30-May-16,FUTCUR,28-Jun-16,-,-,67.5575,67.7075,67.4825,67.52,67.52,"1,400,083","893,962","604,423"
31-May-16,FUTCUR,28-Jun-16,-,-,67.5125,67.6425,67.4225,67.6,67.6,"1,356,007","1,067,172","720,768"
01-Jun-16,FUTCUR,28-Jun-16,-,-,67.415,67.79,67.415,67.7675,67.7675,"1,447,693","1,804,207","1,220,418"
02-Jun-16,FUTCUR,28-Jun-16,-,-,67.675,67.72,67.485,67.5875,67.5875,"1,418,235","923,672","624,096"
03-Jun-16,FUTCUR,28-Jun-16,-,-,67.4825,67.635,67.42,67.5475,67.5475,"1,420,620","940,143","634,820"
06-Jun-16,FUTCUR,28-Jun-16,-,-,67.07,67.285,67.025,67.245,67.245,"1,441,578","1,166,175","783,537"
07-Jun-16,FUTCUR,28-Jun-16,-,-,67.1675,67.19,66.935,66.98,66.98,"1,619,906","1,328,948","890,806"
08-Jun-16,FUTCUR,28-Jun-16,-,-,66.9875,66.9975,66.815,66.8475,66.8475,"1,755,078","1,099,261","735,461"
09-Jun-16,FUTCUR,28-Jun-16,-,-,66.7525,66.975,66.725,66.9225,66.9225,"1,793,645","1,323,003","884,495"
10-Jun-16,FUTCUR,28-Jun-16,-,-,67.075,67.075,66.9075,66.9375,66.9375,"1,764,581","916,545","613,915"
13-Jun-16,FUTCUR,28-Jun-16,-,-,67.1,67.3475,67.08,67.2875,67.2875,"1,813,641","1,514,901","1,018,652"
14-Jun-16,FUTCUR,28-Jun-16,-,-,67.3025,67.465,67.2575,67.4275,67.4275,"1,713,053","1,487,712","1,002,519"
15-Jun-16,FUTCUR,28-Jun-16,-,-,67.3875,67.3925,67.195,67.285,67.285,"1,611,165","1,078,790","725,848"
16-Jun-16,FUTCUR,28-Jun-16,-,-,67.255,67.445,67.21,67.415,67.415,"1,591,289","1,133,069","762,963"
17-Jun-16,FUTCUR,28-Jun-16,-,-,67.33,67.33,67.14,67.1725,67.1725,"1,544,711","996,542","669,979"
20-Jun-16,FUTCUR,28-Jun-16,-,-,67.705,67.785,67.355,67.3975,67.3975,"1,782,760","2,541,526","1,715,345"
21-Jun-16,FUTCUR,28-Jun-16,-,-,67.52,67.64,67.445,67.575,67.575,"2,385,801","2,713,231","1,833,193"
22-Jun-16,FUTCUR,28-Jun-16,-,-,67.6825,67.6875,67.4925,67.52,67.52,"2,299,963","1,412,989","954,998"
23-Jun-16,FUTCUR,28-Jun-16,-,-,67.4975,67.4975,67.245,67.2825,67.2825,"2,251,559","1,269,463","854,930"
24-Jun-16,FUTCUR,28-Jun-16,-,-,67.86,68.255,67.7925,67.98,67.98,"2,176,547","3,147,517","2,141,738"
27-Jun-16,FUTCUR,28-Jun-16,-,-,68.1175,68.1175,67.8125,67.97,67.97,"1,976,832","2,349,185","1,595,630"
28-Jun-16,FUTCUR,28-Jun-16,-,-,67.8225,67.875,67.715,67.865,67.8867,"1,817,851","894,573","606,457"
29-Jun-16,FUTCUR,27-Jul-16,-,-,68.11,68.175,67.92,67.9975,67.9975,"1,255,219","1,300,747","885,082"
30-Jun-16,FUTCUR,27-Jul-16,-,-,67.8625,67.995,67.75,67.7725,67.7725,"1,236,589","1,356,575","920,350"
01-Jul-16,FUTCUR,27-Jul-16,-,-,67.76,67.7675,67.585,67.605,67.605,"1,243,825","794,902","538,041"
04-Jul-16,FUTCUR,27-Jul-16,-,-,67.58,67.58,67.3925,67.5,67.5,"1,245,663","983,002","663,123"
05-Jul-16,FUTCUR,27-Jul-16,-,-,67.545,67.745,67.53,67.6975,67.6975,"1,212,046","728,880","493,131"
07-Jul-16,FUTCUR,27-Jul-16,-,-,67.7575,67.9025,67.5175,67.59,67.59,"1,253,740","681,542","460,752"
08-Jul-16,FUTCUR,27-Jul-16,-,-,67.615,67.69,67.4925,67.54,67.54,"1,275,114","631,718","426,935"
11-Jul-16,FUTCUR,27-Jul-16,-,-,67.27,67.37,67.21,67.3025,67.3025,"1,321,224","1,055,788","710,435"
12-Jul-16,FUTCUR,27-Jul-16,-,-,67.25,67.3475,67.2325,67.3225,67.3225,"1,383,100","733,271","493,441"
13-Jul-16,FUTCUR,27-Jul-16,-,-,67.25,67.35,67.16,67.18,67.18,"1,409,729","719,828","484,194"
14-Jul-16,FUTCUR,27-Jul-16,-,-,67.15,67.2,66.965,67.035,67.035,"1,410,142","1,084,298","726,803"
15-Jul-16,FUTCUR,27-Jul-16,-,-,66.9975,67.225,66.9425,67.16,67.16,"1,378,446","785,131","526,983"
18-Jul-16,FUTCUR,27-Jul-16,-,-,67.19,67.2925,67.115,67.285,67.285,"1,304,473","765,613","514,597"
19-Jul-16,FUTCUR,27-Jul-16,-,-,67.29,67.31,67.155,67.195,67.195,"1,275,182","689,604","463,577"
20-Jul-16,FUTCUR,27-Jul-16,-,-,67.29,67.32,67.1825,67.2725,67.2725,"1,235,355","724,098","486,963"
21-Jul-16,FUTCUR,27-Jul-16,-,-,67.28,67.2925,67.1875,67.215,67.215,"1,188,770","672,680","452,297"
22-Jul-16,FUTCUR,27-Jul-16,-,-,67.21,67.225,67.09,67.1125,67.1125,"1,144,526","666,047","447,282"
25-Jul-16,FUTCUR,27-Jul-16,-,-,67.155,67.36,67.155,67.345,67.345,"995,435","786,304","529,002"
26-Jul-16,FUTCUR,27-Jul-16,-,-,67.4,67.485,67.2525,67.28,67.28,"700,246","948,618","638,716"
27-Jul-16,FUTCUR,27-Jul-16,-,-,67.32,67.3325,67.21,67.2525,67.2362,"555,152","588,210","395,633"
28-Jul-16,FUTCUR,29-Aug-16,-,-,67.47,67.47,67.2975,67.375,67.375,"1,175,065","742,133","499,948"
29-Jul-16,FUTCUR,29-Aug-16,-,-,67.36,67.4225,67.27,67.29,67.29,"1,187,362","701,600","472,493"
01-Aug-16,FUTCUR,29-Aug-16,-,-,67.09,67.09,66.9725,67.0475,67.0475,"1,498,538","1,107,046","742,030"
02-Aug-16,FUTCUR,29-Aug-16,-,-,67.055,67.0675,66.975,67.03,67.03,"1,581,942","647,405","433,907"
03-Aug-16,FUTCUR,29-Aug-16,-,-,67.04,67.2825,66.9725,67.2625,67.2625,"1,672,522","1,079,581","725,288"
04-Aug-16,FUTCUR,29-Aug-16,-,-,67.0875,67.235,67.055,67.185,67.185,"1,717,044","563,220","378,365"
05-Aug-16,FUTCUR,29-Aug-16,-,-,67.1175,67.145,66.9725,67,67,"1,768,917","681,323","456,728"
08-Aug-16,FUTCUR,29-Aug-16,-,-,67.0375,67.0775,66.935,67.065,67.065,"1,775,407","570,356","382,207"
09-Aug-16,FUTCUR,29-Aug-16,-,-,67.055,67.195,67.04,67.07,67.07,"1,723,741","754,306","506,248"
10-Aug-16,FUTCUR,29-Aug-16,-,-,66.9375,66.98,66.8525,66.8775,66.8775,"1,908,934","1,053,972","705,227"
11-Aug-16,FUTCUR,29-Aug-16,-,-,66.99,67.0675,66.9575,66.9775,66.9775,"1,899,259","605,209","405,543"
12-Aug-16,FUTCUR,29-Aug-16,-,-,66.98,67.025,66.9175,67.0025,67.0025,"1,761,329","580,446","388,760"
16-Aug-16,FUTCUR,29-Aug-16,-,-,66.97,67.0425,66.845,66.865,66.865,"1,928,898","797,423","533,805"
18-Aug-16,FUTCUR,29-Aug-16,-,-,66.97,67.045,66.8325,66.9,66.9,"1,777,907","659,328","441,011"
19-Aug-16,FUTCUR,29-Aug-16,-,-,67.015,67.1525,66.9825,67.13,67.13,"1,483,173","1,286,019","862,468"
22-Aug-16,FUTCUR,29-Aug-16,-,-,67.285,67.325,67.21,67.265,67.265,"1,339,267","815,665","548,648"
23-Aug-16,FUTCUR,29-Aug-16,-,-,67.2375,67.6975,67.105,67.115,67.115,"1,270,553","809,737","543,700"
24-Aug-16,FUTCUR,29-Aug-16,-,-,67.2,67.2175,67.1325,67.165,67.165,"1,201,245","662,827","445,260"
25-Aug-16,FUTCUR,29-Aug-16,-,-,67.12,67.1375,67.0275,67.055,67.055,"1,103,671","534,811","358,758"
26-Aug-16,FUTCUR,29-Aug-16,-,-,67.0175,67.085,66.9825,67.065,67.065,"900,225","803,504","538,678"
29-Aug-16,FUTCUR,29-Aug-16,-,-,67.1075,67.205,67.1075,67.185,67.181,"706,942","633,738","425,695"
